Title,Description,Price,Quantity,Is_Active,User_ID
Merci,uoyqtIuyQMJQOgTWg J lspG,279.69,717,1,1
Caritta,SZEFfCtuVECoyqxWxEpIcB TEwJj,622.12,412,1,1
Modestia,DlJyyaKGyMNWwPWSfvlMImtPxTS,29.76,788,0,1
Elbertina,YSGut,358.68,645,1,1
Debee,,12.71,212,1,1
Dulce,vGIuececyFgnLqyLYWvgQdYKDKMTtB D,306.48,262,0,1
Flory,PfeKNJZFxVbSPIQFMhGiFwwTM,25.01,165,0,1
Vinita,tnybJeyaVfM KriKmSTjfYrjq,923,767,1,1
Carree,,994.37,690,1,1
Larine,Bp,649.38,436,1,1
Carmencita,BRb,720.81,987,1,1
Joelly,Oy,230.91,392,0,1
Elsie,dyGpfdBmpuNSaUtDrptzGCOE,673.08,511,0,1
Aubrie," CXR",765.63,713,0,1
Basia,iSGuofCQctNIWTWjC,539.84,382,0,1
Clo,MSEByClNBNorUVZnVBtlHAdlMOqH,502.61,943,0,1
Frieda,n lo,346.62,580,0,1
Lita,VtAxEGS,5.1,463,1,1
Di,IapWoIhkMcmS,443.77,5,1,1
Dorene,lAYMhXPDyXBPbOdC,295.81,2,1,1
Willetta,ZLiFkE,447.69,901,0,1
Lucy,RrHILY mdZjIWAaWI,298.03,713,0,1
Clarice,istZf,192.09,899,0,1
Collen,ldc itQY d XFmJHrSSSt,819.61,38,1,1
Kamilah,R ULalAX HAzXkdRdu tnlHypUVHQ,709.77,616,0,1
Cathyleen,YegqdbbqzgsvbEMoCcPIKTHM,274.42,902,1,1
Aili,sSGeWyHEDRPZVN UCXRVsrFSGhyFR,728.62,701,0,1
Janey,YQrEfjkrVFKfZTrBmiIkcwH,216.07,262,0,1
Daryl,uhYUuERWTRgyFjiabVvpdCONdlpKfbyE,586.92,237,0,1
Kittie,wWOsFPtWDyv,835.3,207,1,1
Annaliese,ZGIGXZYeIgRLaoIBeyBoqXOdTptDhTI,630.12,740,0,1
Gretal,JBgd,281.07,767,0,1
Hannis," usvvGANls ",151.42,15,1,1
Viki,EMUiafmmAN,553.4,1000,0,1
Devina,XDajlbEUQEJEQpjNA E,460.1,876,1,1
Alia,fntgATdxL,706.35,370,1,1
Shirlee,DXUTxNxYWasTQyaNJH,604.74,939,1,1
Tressa,vGFUDywbIkCaKCSAyltyBFLy,598.13,731,1,1
Frank,kVmGcaayiYkQcaFEEPwxifIykybJ,432.74,213,1,1
Fina,uPfnmgbaDieDLvZLlzMndxCPhv,29.29,749,0,1
Gloria,yuZKZhKkJgsKjSgKfNqZCNt,953.09,244,0,1
Renae,DnVWxHjWwg,312.46,663,0,1
Kylynn,qmbjO RBOFQySNSvRz,291.52,3,1,1
Marnia,WL,365.08,181,1,1
Magdalena,,795.07,97,1,1
Arlina,dVendnvkyvK ZLZxc,963.86,642,0,1
Fredericka,qlwWL BhdVJeob,830.11,152,1,1
Kerrin,,13.45,757,0,1
Daphne,QofkQpR,547.42,963,1,1
Mary,DBYbvNJcqIIYtX,393.97,618,1,1
Fanchon," FkgHFTPaApbnRExJWBnIAUQLSWNebxo",640.1,961,0,1
Lita,YVLtEXLZMfVXSgdOTCbSfSqMunK,926.56,904,1,1
Lauryn,fBliJmBSeqGiO ShEL,6.46,882,0,1
Pierette,eupnJYCSnrYlUznGonNvvQdXnOdL,723.18,873,1,1
Liana,QLZC SAaujQGLqqLUfB,994.28,46,0,1
Lacie,RLcxJeGMJwpM,980.69,356,1,1
Hettie,h jLuOYBqQYKLKAzkG,437.55,295,1,1
Letizia,wEALRQJFyRqqBEGmqrMJxRgZZOCnOQFs,684.46,900,0,1
Nanete,mlwHtPTMppCodmlMKJXuDtl,597.09,10,0,1
Orelia,phFvCqqucHvUNY,256.34,937,1,1
Jsandye,yRLOmgMdMcjPayxjiQjmQ,645.27,770,0,1
Dominga,yjvBbMeNDVp,397.54,386,1,1
Ernesta,JRoCOwx,482.09,173,0,1
Charlena,GBI,374.95,664,1,1
Valli,"dTcScbjQmyFe ",121.57,923,1,1
Elmira,hrgeFVueEpfXWJFYKidZFotPM,193.6,398,0,1
Devina,zd jhmGVqKwhf WcXmWAmR,970.8,540,0,1
Pamella,XLDUVfsibmZkCVmNnWLIkgystkfytp,43.33,605,1,1
Jany,epOWyScWjGuVIDieZtXgyuKKXqg,272.59,614,1,1
Yolane,t USssXnldQFkjLOYfrPoVE,476.74,752,0,1
Clementine,"RuCIOzeyUcuPuuwrAMWrXsaZR ",348.54,114,0,1
Tobe," okrsic",273.83,537,1,1
Merry,YyVpPxcREFsBUrkGttfvxdqm,182.55,765,0,1
Silvana,XCLEEBkqVDsOMtoxZ,68.23,110,0,1
Belinda,,65.19,65,0,1
Dacia,WVgFUstLDfswZgWsOFkEkB QDccWk,268.08,870,0,1
Loree,dbD,947.52,861,1,1
Mellicent,,61.7,865,1,1
Aaren,zOfwAqp,440.3,464,0,1
Elfreda,sp QpHOADBql,861.1,655,0,1
Gusella,RGVYxMk,533.8,774,0,1
Christy,irVmqKghopzZHrbVpEdTpKpSr,510.28,33,1,1
Hope,K,223.52,365,1,1
Jean,"vryYOBcRvBeZqfo ",217.96,47,0,1
Cathyleen,ZWCDzDUKaJgzHssQflJMcvYqzPPoqIS,992.36,73,0,1
Vita,GpommOLxVDLsFU,823.94,675,1,1
Violet,kDIQebOnsp,52.2,790,1,1
Laure,TVGMtSZTRMuStBDGtDnzWMObCowcrvlN,361.88,725,1,1
Keelia,ZbwNwbA ObzZYJeyOa,959.47,119,1,1
Dorthy,wWZDPCmHToGowspMZMDAvYgYCLnWM,586.53,418,0,1
Jsandye,ljFqMcgszLuZsk,169.85,141,0,1
Hermione,AROROeRqckSYhzw,958.31,522,1,1
Dania,Fo p,131.63,732,0,1
Tatiania,ft,837.55,378,1,1
Tera,DhK,311.85,37,0,1
Annabela,drzTWdyXYVjXKAcJwbXLOvrZasyT,808.99,990,1,1
